transaction_id,amount,transaction_type,merchant_category,time_of_day
5185,4924,Online,Cash,Evening
5186,3481,Bank Transfer,Clothing,Morning
5187,3587,Bank Transfer,Dining,Afternoon
5188,3248,Online,Electronics,Afternoon
5189,1706,POS,Travel,Night
5190,2144,Online,Cash,Evening
5191,3902,POS,Groceries,Evening
5192,2546,ATM Withdrawal,Dining,Night
5193,4331,POS,Groceries,Afternoon
5194,2402,POS,Dining,Afternoon
5195,4623,Online,Travel,Night
5196,3825,Bank Transfer,Cash,Evening
5197,305,Bank Transfer,Travel,Night
5198,423,POS,Travel,Night
5199,2005,POS,Dining,Morning
5200,13,Online,Clothing,Night
5201,187,POS,Cash,Afternoon
5202,755,Online,Groceries,Night
5203,4364,ATM Withdrawal,Clothing,Evening
5204,661,POS,Clothing,Evening
5205,3899,ATM Withdrawal,Electronics,Afternoon
5206,3281,POS,Groceries,Evening
5207,2492,POS,Dining,Night
5208,299,ATM Withdrawal,Electronics,Afternoon
5209,812,ATM Withdrawal,Electronics,Evening
5210,2540,Online,Travel,Night
5211,243,Online,Dining,Evening
5212,417,ATM Withdrawal,Clothing,Morning
5213,703,POS,Cash,Evening
5214,1179,Online,Clothing,Afternoon
5215,4667,POS,Clothing,Night
5216,2487,Bank Transfer,Travel,Night
5217,441,Online,Clothing,Afternoon
5218,2554,Online,Groceries,Morning
5219,992,Online,Clothing,Night
5220,3170,Bank Transfer,Clothing,Afternoon
5221,3054,ATM Withdrawal,Groceries,Evening
5222,3934,POS,Travel,Morning
5223,3322,Bank Transfer,Electronics,Afternoon
5224,4883,ATM Withdrawal,Dining,Evening
5225,4328,Online,Travel,Night
5226,1698,ATM Withdrawal,Clothing,Night
5227,477,ATM Withdrawal,Electronics,Morning
5228,2626,ATM Withdrawal,Dining,Evening
5229,1355,POS,Dining,Afternoon
5230,2432,ATM Withdrawal,Dining,Night
5231,4517,ATM Withdrawal,Groceries,Afternoon
5232,4731,ATM Withdrawal,Groceries,Afternoon
5233,1021,ATM Withdrawal,Electronics,Afternoon
5234,1687,Bank Transfer,Clothing,Morning
5235,3707,Bank Transfer,Electronics,Afternoon
5236,4907,ATM Withdrawal,Clothing,Morning
5237,4076,ATM Withdrawal,Travel,Morning
5238,1902,ATM Withdrawal,Dining,Evening
5239,2879,Online,Dining,Night
5240,4360,ATM Withdrawal,Groceries,Afternoon
5241,1496,ATM Withdrawal,Travel,Evening
5242,3349,Bank Transfer,Cash,Evening
5243,1426,Bank Transfer,Travel,Evening
5244,4867,Bank Transfer,Clothing,Evening
5245,2856,POS,Travel,Evening
5246,1367,Online,Groceries,Afternoon
5247,4070,ATM Withdrawal,Clothing,Evening
5248,4670,Bank Transfer,Electronics,Night
5249,1401,POS,Clothing,Morning
5250,1588,ATM Withdrawal,Electronics,Morning
5251,3759,ATM Withdrawal,Cash,Night
5252,3635,Bank Transfer,Clothing,Afternoon
5253,2513,ATM Withdrawal,Dining,Morning
5254,3147,ATM Withdrawal,Cash,Night
5255,2919,ATM Withdrawal,Electronics,Night
5256,2674,Bank Transfer,Groceries,Evening
5257,409,POS,Cash,Morning
5258,4392,ATM Withdrawal,Cash,Evening
5259,3967,POS,Cash,Afternoon
5260,2243,ATM Withdrawal,Electronics,Morning
5261,1549,Bank Transfer,Electronics,Morning
5262,246,POS,Clothing,Night
5263,4920,Bank Transfer,Dining,Morning
5264,937,Online,Cash,Afternoon
5265,4519,ATM Withdrawal,Clothing,Afternoon
5266,429,Online,Clothing,Morning
5267,4134,Online,Dining,Night
5268,2405,Online,Clothing,Afternoon
5269,670,ATM Withdrawal,Dining,Evening
5270,2633,Bank Transfer,Groceries,Afternoon
5271,3960,Online,Dining,Morning
5272,459,POS,Travel,Evening
5273,389,ATM Withdrawal,Dining,Morning
5274,1260,Bank Transfer,Dining,Morning
5275,2469,Bank Transfer,Travel,Morning
5276,3008,Online,Dining,Night
5277,4461,ATM Withdrawal,Electronics,Night
5278,2311,Online,Clothing,Afternoon
5279,736,POS,Clothing,Morning
5280,1477,Bank Transfer,Groceries,Evening
5281,2738,Bank Transfer,Groceries,Evening
5282,3162,ATM Withdrawal,Travel,Evening
5283,3530,Bank Transfer,Electronics,Night
5284,4915,ATM Withdrawal,Groceries,Night
5285,3364,Online,Clothing,Morning
5286,425,POS,Groceries,Evening
5287,609,ATM Withdrawal,Groceries,Evening
5288,3084,Online,Dining,Night
5289,4184,POS,Groceries,Night
5290,1577,Bank Transfer,Travel,Evening
5291,1104,POS,Clothing,Evening
5292,2953,POS,Travel,Afternoon
5293,4163,POS,Travel,Night
5294,1457,Bank Transfer,Cash,Morning
5295,1502,ATM Withdrawal,Electronics,Morning
5296,2681,ATM Withdrawal,Cash,Evening
5297,1468,POS,Cash,Night
5298,1218,Online,Dining,Morning
5299,4944,Online,Travel,Night
5300,2222,POS,Electronics,Evening
5301,1364,POS,Clothing,Evening
5302,222,Online,Clothing,Evening
5303,3904,POS,Electronics,Night
5304,4612,POS,Travel,Morning
5305,2973,ATM Withdrawal,Travel,Afternoon
5306,2858,ATM Withdrawal,Dining,Morning
5307,3052,POS,Dining,Night
5308,3044,POS,Cash,Morning
5309,1742,Bank Transfer,Clothing,Afternoon
5310,3091,ATM Withdrawal,Dining,Morning
5311,1280,POS,Electronics,Afternoon
5312,4878,Bank Transfer,Clothing,Night
5313,1539,Bank Transfer,Travel,Evening
5314,1091,Bank Transfer,Clothing,Afternoon
5315,3541,Bank Transfer,Groceries,Night
5316,1161,ATM Withdrawal,Clothing,Evening
5317,1732,Bank Transfer,Dining,Afternoon
5318,726,ATM Withdrawal,Electronics,Evening
5319,4209,Bank Transfer,Travel,Morning
5320,2200,Bank Transfer,Travel,Night
5321,214,Online,Dining,Night
5322,3839,ATM Withdrawal,Dining,Night
5323,3119,Online,Dining,Night
5324,4104,Online,Groceries,Afternoon
5325,1342,Bank Transfer,Electronics,Morning
5326,2058,ATM Withdrawal,Groceries,Evening
5327,1859,POS,Dining,Night
5328,4852,Bank Transfer,Electronics,Night
5329,1247,ATM Withdrawal,Dining,Afternoon
5330,2028,Online,Electronics,Afternoon
5331,527,ATM Withdrawal,Travel,Afternoon
5332,1448,Bank Transfer,Groceries,Morning
5333,4096,ATM Withdrawal,Cash,Evening
5334,2062,Online,Dining,Morning
5335,4378,ATM Withdrawal,Dining,Night
5336,4527,ATM Withdrawal,Clothing,Afternoon
5337,2322,Online,Cash,Night
5338,2269,Bank Transfer,Travel,Evening
5339,3159,POS,Dining,Evening
5340,791,Online,Groceries,Morning
5341,2723,Online,Travel,Morning
5342,1254,Bank Transfer,Dining,Afternoon
5343,2426,Bank Transfer,Groceries,Afternoon
5344,985,ATM Withdrawal,Clothing,Night
5345,3501,Online,Clothing,Afternoon
5346,3435,ATM Withdrawal,Groceries,Afternoon
5347,426,ATM Withdrawal,Travel,Night
5348,224,Bank Transfer,Groceries,Evening
5349,3988,Bank Transfer,Cash,Afternoon
5350,1145,ATM Withdrawal,Groceries,Afternoon
5351,3785,Online,Clothing,Night
5352,1592,Online,Clothing,Night
5353,4533,ATM Withdrawal,Clothing,Night
5354,742,POS,Cash,Night
5355,2756,POS,Dining,Night
5356,2273,Bank Transfer,Cash,Afternoon
5357,4518,Online,Dining,Morning
5358,3814,ATM Withdrawal,Cash,Morning
5359,2437,ATM Withdrawal,Electronics,Morning
5360,241,Online,Dining,Afternoon
5361,4940,Bank Transfer,Travel,Evening
5362,4363,Bank Transfer,Travel,Afternoon
5363,412,POS,Clothing,Morning
5364,4875,Online,Cash,Morning
5365,74,Online,Groceries,Night
5366,2247,ATM Withdrawal,Clothing,Night
5367,959,Online,Groceries,Night
5368,182,POS,Cash,Afternoon
5369,2685,Online,Clothing,Evening
5370,1260,ATM Withdrawal,Clothing,Evening
5371,3058,POS,Travel,Night
5372,4015,ATM Withdrawal,Groceries,Evening
5373,647,Online,Electronics,Morning
5374,958,Bank Transfer,Electronics,Morning
5375,2270,Online,Clothing,Night
5376,1704,Online,Cash,Night
5377,4857,ATM Withdrawal,Clothing,Night
5378,4767,Bank Transfer,Travel,Evening
5379,152,Online,Groceries,Afternoon
5380,4591,POS,Clothing,Night
5381,1470,POS,Cash,Evening
5382,3897,ATM Withdrawal,Electronics,Night
5383,302,ATM Withdrawal,Groceries,Afternoon
5384,1653,Bank Transfer,Clothing,Night
5385,2728,ATM Withdrawal,Groceries,Morning
5386,847,Bank Transfer,Travel,Night
5387,1047,Online,Electronics,Morning
5388,281,POS,Cash,Morning
5389,1968,POS,Groceries,Evening
5390,2379,POS,Electronics,Evening
5391,815,ATM Withdrawal,Clothing,Morning
5392,3184,ATM Withdrawal,Cash,Morning
5393,892,Online,Cash,Night
5394,841,ATM Withdrawal,Dining,Night
5395,3181,Bank Transfer,Groceries,Morning
5396,2201,POS,Electronics,Evening
5397,2050,Online,Groceries,Night
5398,1604,Bank Transfer,Clothing,Night
5399,1636,Bank Transfer,Clothing,Night
5400,3594,ATM Withdrawal,Cash,Evening
5401,283,ATM Withdrawal,Cash,Morning
5402,599,POS,Electronics,Night
5403,2710,Online,Travel,Evening
5404,592,Bank Transfer,Groceries,Evening
5405,3643,ATM Withdrawal,Groceries,Evening
5406,2000,ATM Withdrawal,Clothing,Evening
5407,1268,Online,Groceries,Night
5408,2876,Online,Electronics,Morning
5409,3748,ATM Withdrawal,Dining,Morning
5410,581,ATM Withdrawal,Cash,Evening
5411,554,POS,Clothing,Morning
5412,4232,Online,Cash,Night
5413,4838,Bank Transfer,Cash,Morning
5414,4522,ATM Withdrawal,Cash,Morning
5415,647,ATM Withdrawal,Dining,Afternoon
5416,50,ATM Withdrawal,Groceries,Morning
5417,4892,ATM Withdrawal,Travel,Morning
5418,4402,POS,Cash,Evening
5419,1630,Online,Electronics,Evening
5420,3682,ATM Withdrawal,Cash,Afternoon
5421,4147,Online,Cash,Night
5422,4138,Bank Transfer,Groceries,Afternoon
5423,1309,Bank Transfer,Electronics,Morning
5424,4721,Bank Transfer,Groceries,Morning
5425,169,Bank Transfer,Cash,Night
5426,1962,Online,Groceries,Night
5427,1741,Bank Transfer,Groceries,Evening
5428,2456,Bank Transfer,Clothing,Morning
5429,3172,ATM Withdrawal,Dining,Morning
5430,1742,ATM Withdrawal,Travel,Morning
5431,590,ATM Withdrawal,Dining,Morning
5432,229,POS,Dining,Morning
5433,4484,ATM Withdrawal,Electronics,Morning
5434,1759,Bank Transfer,Clothing,Morning
5435,1480,Online,Clothing,Morning
5436,4338,Bank Transfer,Groceries,Evening
5437,1404,Online,Dining,Afternoon
5438,931,Bank Transfer,Travel,Morning
5439,2783,POS,Electronics,Evening
5440,4472,ATM Withdrawal,Clothing,Morning
5441,4586,Bank Transfer,Groceries,Night
5442,3444,ATM Withdrawal,Travel,Morning
5443,3592,POS,Dining,Afternoon
5444,1128,POS,Travel,Evening
5445,1875,ATM Withdrawal,Clothing,Night
5446,4321,ATM Withdrawal,Electronics,Night
5447,734,Online,Dining,Morning
5448,721,ATM Withdrawal,Electronics,Afternoon
5449,1835,ATM Withdrawal,Cash,Afternoon
5450,3936,Online,Travel,Morning
5451,400,Bank Transfer,Travel,Morning
5452,1080,Online,Groceries,Evening
5453,4497,Bank Transfer,Dining,Evening
5454,2775,Bank Transfer,Travel,Morning
5455,4490,Bank Transfer,Clothing,Morning
5456,2438,Online,Cash,Night
5457,4504,Online,Clothing,Afternoon
5458,2157,POS,Electronics,Evening
5459,3582,Bank Transfer,Cash,Morning
5460,4488,Online,Cash,Morning
5461,2764,POS,Clothing,Evening
5462,3273,Bank Transfer,Travel,Night
5463,3835,Online,Clothing,Night
5464,3426,Online,Dining,Morning
5465,2067,Online,Electronics,Afternoon
5466,2321,ATM Withdrawal,Cash,Afternoon
5467,2889,POS,Dining,Morning
5468,3652,Online,Travel,Evening
5469,2619,ATM Withdrawal,Travel,Afternoon
5470,1440,POS,Clothing,Evening
5471,1923,POS,Groceries,Evening
5472,767,ATM Withdrawal,Cash,Evening
5473,2144,POS,Cash,Night
5474,1922,ATM Withdrawal,Groceries,Afternoon
5475,1749,Bank Transfer,Travel,Night
5476,3227,Online,Travel,Afternoon
5477,4766,ATM Withdrawal,Cash,Morning
5478,1144,POS,Electronics,Evening
5479,3722,POS,Cash,Afternoon
5480,774,Bank Transfer,Travel,Afternoon
5481,2735,Bank Transfer,Travel,Morning
5482,3378,Bank Transfer,Electronics,Night
5483,3507,Bank Transfer,Dining,Afternoon
5484,1682,Bank Transfer,Dining,Afternoon
5485,3415,Online,Electronics,Night
5486,592,ATM Withdrawal,Electronics,Night
5487,4776,Bank Transfer,Dining,Afternoon
5488,4643,Bank Transfer,Dining,Night
5489,1831,Online,Dining,Morning
5490,1195,ATM Withdrawal,Dining,Morning
5491,4535,Bank Transfer,Cash,Evening
5492,1647,ATM Withdrawal,Cash,Afternoon
5493,2190,ATM Withdrawal,Clothing,Morning
5494,198,Online,Electronics,Morning
5495,1756,Online,Groceries,Morning
5496,3836,Bank Transfer,Clothing,Evening
5497,2630,POS,Groceries,Night
5498,3955,Online,Groceries,Evening
5499,2336,ATM Withdrawal,Travel,Evening
5500,1194,ATM Withdrawal,Electronics,Evening
5501,2803,Bank Transfer,Cash,Evening
5502,2956,Bank Transfer,Clothing,Afternoon
5503,2510,Bank Transfer,Electronics,Afternoon
5504,4956,ATM Withdrawal,Dining,Morning
5505,179,Online,Electronics,Evening
5506,4935,POS,Groceries,Evening
5507,2755,Online,Cash,Morning
5508,1090,POS,Dining,Night
5509,1273,Online,Electronics,Afternoon
5510,4874,Bank Transfer,Electronics,Evening
5511,4463,ATM Withdrawal,Cash,Night
5512,2258,POS,Groceries,Night
5513,3918,Online,Dining,Evening
5514,1335,ATM Withdrawal,Groceries,Evening
5515,3187,POS,Cash,Night
5516,3883,POS,Electronics,Afternoon
5517,2158,ATM Withdrawal,Clothing,Afternoon
5518,1698,Bank Transfer,Clothing,Evening
5519,2995,ATM Withdrawal,Travel,Evening
5520,2086,Bank Transfer,Clothing,Morning
5521,1539,Online,Cash,Morning
5522,1471,Online,Cash,Afternoon
5523,1412,ATM Withdrawal,Cash,Morning
5524,82,Bank Transfer,Dining,Night
5525,4359,Online,Travel,Night
5526,4044,Bank Transfer,Dining,Night
5527,4621,Bank Transfer,Clothing,Night
5528,2806,Bank Transfer,Clothing,Evening
5529,4526,ATM Withdrawal,Electronics,Night
5530,2503,Bank Transfer,Dining,Afternoon
5531,4984,ATM Withdrawal,Groceries,Morning
5532,4241,Online,Electronics,Afternoon
5533,3586,Online,Dining,Evening
5534,42,POS,Cash,Morning
5535,2704,POS,Travel,Morning
5536,4383,Online,Dining,Morning
5537,4855,Bank Transfer,Travel,Night
5538,3608,Bank Transfer,Travel,Evening
5539,2402,Online,Clothing,Afternoon
5540,4122,Online,Groceries,Night
5541,2881,POS,Dining,Morning
5542,2687,Bank Transfer,Groceries,Afternoon
5543,1411,Online,Travel,Afternoon
5544,827,POS,Clothing,Afternoon
5545,1670,POS,Groceries,Evening
5546,4572,Bank Transfer,Electronics,Night
5547,4733,POS,Travel,Evening
5548,2448,POS,Electronics,Morning
5549,2993,ATM Withdrawal,Cash,Morning
5550,1220,Online,Groceries,Afternoon
5551,609,Bank Transfer,Groceries,Afternoon
5552,1856,Online,Groceries,Afternoon
5553,1865,ATM Withdrawal,Cash,Evening
5554,1897,Bank Transfer,Dining,Night
5555,689,Online,Travel,Evening
5556,3262,POS,Travel,Morning
5557,1845,Bank Transfer,Travel,Afternoon
5558,4040,ATM Withdrawal,Dining,Afternoon
5559,2187,POS,Groceries,Evening
5560,158,ATM Withdrawal,Groceries,Morning
5561,1505,POS,Cash,Night
5562,4923,Online,Electronics,Afternoon
5563,1754,Online,Dining,Afternoon
5564,1656,Online,Clothing,Morning
5565,3005,ATM Withdrawal,Dining,Afternoon
5566,1682,Bank Transfer,Cash,Night
5567,1949,Online,Electronics,Evening
5568,667,ATM Withdrawal,Electronics,Morning
5569,3677,POS,Electronics,Afternoon
5570,1063,Online,Groceries,Afternoon
5571,4081,POS,Clothing,Night
5572,586,Online,Electronics,Evening
5573,3105,POS,Travel,Night
5574,3041,ATM Withdrawal,Groceries,Evening
5575,4828,Online,Clothing,Night
5576,4789,ATM Withdrawal,Travel,Evening
5577,4847,ATM Withdrawal,Clothing,Afternoon
5578,2982,POS,Cash,Afternoon
5579,3958,Online,Clothing,Afternoon
5580,2055,Bank Transfer,Travel,Morning
5581,3946,Bank Transfer,Dining,Evening
5582,2958,ATM Withdrawal,Clothing,Morning
5583,1637,POS,Dining,Evening
5584,1498,POS,Clothing,Afternoon
5585,4155,POS,Cash,Morning
5586,4208,Online,Travel,Morning
5587,4473,Online,Clothing,Night
5588,945,POS,Electronics,Evening
5589,3573,Bank Transfer,Cash,Night
5590,3639,Bank Transfer,Electronics,Morning
5591,1724,Online,Cash,Morning
5592,1812,POS,Cash,Afternoon
5593,1430,Bank Transfer,Clothing,Night
5594,3601,Bank Transfer,Travel,Night
5595,3530,Online,Travel,Night
5596,3321,Online,Groceries,Evening
5597,2315,Bank Transfer,Travel,Morning
5598,2005,POS,Dining,Night
5599,1977,Bank Transfer,Clothing,Afternoon
5600,3724,Bank Transfer,Electronics,Morning
5601,4045,POS,Travel,Afternoon
5602,4495,Online,Electronics,Morning
5603,4878,POS,Groceries,Afternoon
5604,3468,POS,Clothing,Night
5605,403,POS,Travel,Night
5606,4788,POS,Electronics,Afternoon
5607,3740,Online,Cash,Evening
5608,4375,Bank Transfer,Travel,Afternoon
5609,4254,ATM Withdrawal,Groceries,Morning
5610,4916,Online,Cash,Afternoon
5611,37,POS,Electronics,Afternoon
5612,3501,Bank Transfer,Electronics,Morning
5613,4271,Bank Transfer,Clothing,Night
5614,1183,POS,Clothing,Morning
5615,348,Online,Electronics,Afternoon
5616,1078,POS,Cash,Morning
5617,851,Bank Transfer,Clothing,Afternoon
5618,4294,Bank Transfer,Electronics,Night
5619,4756,Online,Cash,Afternoon
5620,303,ATM Withdrawal,Dining,Afternoon
5621,1867,POS,Travel,Night
5622,1332,ATM Withdrawal,Dining,Morning
5623,1657,Bank Transfer,Dining,Evening
5624,4908,ATM Withdrawal,Travel,Evening
5625,3630,POS,Electronics,Afternoon
5626,4536,POS,Electronics,Afternoon
5627,3104,Bank Transfer,Clothing,Night
5628,3501,Online,Groceries,Morning
5629,3505,Online,Electronics,Evening
5630,4592,Bank Transfer,Travel,Evening
5631,3811,POS,Groceries,Night
5632,98,Online,Travel,Night
5633,4376,ATM Withdrawal,Travel,Evening
5634,1966,Bank Transfer,Travel,Morning
5635,909,ATM Withdrawal,Groceries,Morning
5636,3487,POS,Dining,Morning
5637,1754,Online,Cash,Afternoon
5638,4383,POS,Travel,Morning
5639,2263,ATM Withdrawal,Clothing,Afternoon
5640,3671,POS,Electronics,Afternoon
5641,2970,POS,Cash,Night
5642,1643,Bank Transfer,Electronics,Afternoon
5643,871,Bank Transfer,Electronics,Afternoon
5644,4711,POS,Groceries,Night
5645,1023,Bank Transfer,Clothing,Morning
5646,3309,POS,Clothing,Morning
5647,1516,ATM Withdrawal,Cash,Evening
5648,3215,Bank Transfer,Clothing,Evening
5649,4813,POS,Clothing,Afternoon
5650,987,Bank Transfer,Clothing,Evening
5651,3471,POS,Cash,Night
5652,1827,Bank Transfer,Dining,Evening
5653,3694,Online,Clothing,Evening
5654,4068,POS,Clothing,Afternoon
5655,2644,Online,Groceries,Night
5656,4911,POS,Groceries,Evening
5657,4825,Online,Clothing,Morning
5658,3676,POS,Dining,Night
5659,958,Bank Transfer,Clothing,Night
5660,483,Online,Clothing,Afternoon
5661,577,Bank Transfer,Clothing,Night
5662,3442,POS,Travel,Night
5663,4033,Bank Transfer,Dining,Night
5664,2268,POS,Electronics,Night
5665,3154,Bank Transfer,Clothing,Night
5666,4320,Online,Electronics,Night
5667,1992,POS,Dining,Night
5668,1106,Bank Transfer,Clothing,Morning
5669,3580,POS,Electronics,Night
5670,3400,POS,Cash,Afternoon
5671,2682,POS,Electronics,Morning
5672,3656,ATM Withdrawal,Dining,Night
5673,2429,POS,Clothing,Evening
5674,4289,Bank Transfer,Travel,Afternoon
5675,3358,ATM Withdrawal,Dining,Morning
5676,683,Bank Transfer,Travel,Afternoon
5677,2812,ATM Withdrawal,Clothing,Morning
5678,2379,POS,Electronics,Evening
5679,4540,Online,Cash,Afternoon
5680,1076,Online,Cash,Afternoon
5681,697,POS,Dining,Morning
5682,4993,ATM Withdrawal,Dining,Morning
5683,78,Bank Transfer,Dining,Evening
5684,2113,Online,Groceries,Night
5685,429,POS,Cash,Morning
5686,4008,POS,Cash,Morning
5687,2607,ATM Withdrawal,Clothing,Morning
5688,4348,Online,Groceries,Evening
5689,2134,POS,Dining,Night
5690,3902,Online,Dining,Night
5691,449,Bank Transfer,Travel,Evening
5692,1296,POS,Groceries,Night
5693,1218,POS,Electronics,Afternoon
5694,1088,Bank Transfer,Cash,Evening
5695,2573,POS,Clothing,Morning
5696,3633,ATM Withdrawal,Electronics,Night
5697,1263,Bank Transfer,Electronics,Afternoon
5698,3367,ATM Withdrawal,Clothing,Evening
5699,3219,Bank Transfer,Dining,Evening
5700,3559,Bank Transfer,Cash,Morning
5701,624,ATM Withdrawal,Travel,Morning
5702,3088,Bank Transfer,Dining,Evening
5703,2733,Online,Dining,Afternoon
5704,3500,ATM Withdrawal,Groceries,Morning
5705,3553,Bank Transfer,Electronics,Evening
5706,4525,ATM Withdrawal,Electronics,Evening
5707,1910,Bank Transfer,Cash,Morning
5708,4381,Bank Transfer,Electronics,Night
5709,1722,Online,Travel,Afternoon
5710,2339,Online,Travel,Night
5711,3629,Online,Travel,Night
5712,1204,Bank Transfer,Clothing,Afternoon
5713,4916,Online,Cash,Afternoon
5714,1388,ATM Withdrawal,Travel,Morning
5715,1322,Bank Transfer,Groceries,Morning
5716,2925,ATM Withdrawal,Groceries,Morning
5717,759,Online,Dining,Afternoon
5718,310,Bank Transfer,Dining,Night
5719,4705,ATM Withdrawal,Cash,Afternoon
5720,3992,POS,Dining,Morning
5721,4634,ATM Withdrawal,Dining,Night
5722,3847,Bank Transfer,Groceries,Morning
5723,287,POS,Dining,Night
5724,4768,Online,Groceries,Morning
5725,2568,Online,Travel,Afternoon
5726,3927,ATM Withdrawal,Travel,Evening
5727,2171,Online,Cash,Evening
5728,4685,ATM Withdrawal,Clothing,Night
5729,1399,ATM Withdrawal,Dining,Afternoon
5730,700,ATM Withdrawal,Travel,Morning
5731,4742,ATM Withdrawal,Travel,Night
5732,3478,Bank Transfer,Cash,Night
5733,1858,Bank Transfer,Electronics,Morning
5734,4928,POS,Electronics,Morning
5735,4980,POS,Cash,Morning
5736,3826,Online,Groceries,Afternoon
5737,949,Bank Transfer,Clothing,Evening
5738,3192,POS,Cash,Night
5739,3319,Bank Transfer,Electronics,Night
5740,2060,Bank Transfer,Clothing,Evening
5741,1756,Online,Travel,Night
5742,2461,Online,Cash,Afternoon
5743,34,ATM Withdrawal,Groceries,Morning
5744,2566,Bank Transfer,Clothing,Evening
5745,70,ATM Withdrawal,Electronics,Afternoon
5746,132,ATM Withdrawal,Travel,Morning
5747,2112,ATM Withdrawal,Cash,Evening
